pk,id,name,level,status,macroareas
20741,sici1248,Sicilian,language,threatened,Eurasia
20742,ital1282,Italian,language,not endangered,Eurasia
20743,dalm1243,Dalmatian,language,extinct,Eurasia
20744,istr1244,Istriot,language,moribund,Eurasia
20745,moza1249,Mozarabic,language,extinct,Eurasia
20746,arag1245,Aragonese,language,shifting,Eurasia
20747,nort3208,Northwestern Shifted Romance,family,Unknown,Africa
20747,nort3208,Northwestern Shifted Romance,family,Unknown,Eurasia
20747,nort3208,Northwestern Shifted Romance,family,Unknown,North America
20747,nort3208,Northwestern Shifted Romance,family,Unknown,Papunesia
20747,nort3208,Northwestern Shifted Romance,family,Unknown,South America
20748,sout3183,Southwestern Shifted Romance,family,Unknown,Africa
20748,sout3183,Southwestern Shifted Romance,family,Unknown,Eurasia
20748,sout3183,Southwestern Shifted Romance,family,Unknown,Papunesia
20748,sout3183,Southwestern Shifted Romance,family,Unknown,South America
20749,istr1245,Istro Romanian,language,shifting,Eurasia
20750,east2865,Eastern Romanian,family,Unknown,Eurasia
20751,rram1234,Rramaneshti,dialect,Unknown,Eurasia
20752,arma1245,Armaneshti,dialect,Unknown,Eurasia
20753,camp1261,Campidanese Sardinian,language,threatened,Eurasia
20754,logu1236,Logudorese Sardinian,language,shifting,Eurasia
20755,gall1276,Gallurese Sardinian,language,not endangered,Eurasia
20756,cors1241,Corsican,language,not endangered,Eurasia
20757,ovce1234,Ovce Pole,dialect,Unknown,Eurasia
20758,kriv1234,Kriva Palanka,dialect,Unknown,Eurasia
20759,kuma1283,Kumanovo,dialect,Unknown,Eurasia
20760,krat1234,Kratovo,dialect,Unknown,Eurasia
20761,skop1234,Skopska Crna Gora,dialect,Unknown,Eurasia
20762,gora1268,Gora (Serbian-Macedonian),dialect,Unknown,Eurasia
20763,teto1234,Tetovo,dialect,Unknown,Eurasia
20764,poma1238,Pomak,dialect,Unknown,Eurasia
20765,east2816,Eastern Rup,dialect,Unknown,Eurasia
20766,cent2340,Central Rup,dialect,Unknown,Eurasia
20767,west2890,Western Rup,dialect,Unknown,Eurasia
20768,east2815,Eastern Balkan Bulgarian,dialect,Unknown,Eurasia
20769,cent2339,Central Balkan Bulgarian,dialect,Unknown,Eurasia
20770,west2889,Western Balkan Bulgarian,dialect,Unknown,Eurasia
20771,serb1264,Serbian Standard,dialect,threatened,Eurasia
20772,croa1245,Croatian Standard,dialect,shifting,Eurasia
20773,mont1282,Montenegrin Standard,dialect,not endangered,Eurasia
20774,bosn1245,Bosnian Standard,dialect,threatened,Eurasia
20775,nort2627,Eastern Low German,language,threatened,Eurasia
20776,plau1238,Plautdietsch,language,shifting,North America
20777,west2356,Westphalic,language,threatened,Eurasia
20778,east2290,Eastphalian,language,threatened,Eurasia
20779,ostf1234,North Low Saxon,family,Unknown,Eurasia
20780,helg1238,Helgoland,dialect,Unknown,Eurasia
20781,fohr1234,Föhr-Amrum,dialect,Unknown,Eurasia
20782,solr1238,Sölreng,dialect,Unknown,Eurasia
20783,wied1234,Wiedingharde,dialect,Unknown,Eurasia
20784,moor1245,Bökingharde,dialect,Unknown,Eurasia
20785,karr1238,Karrharde,dialect,Unknown,Eurasia
20786,hall1241,Hallingen,dialect,Unknown,Eurasia
20787,nord1237,Norder-Mittelgoesharde,dialect,Unknown,Eurasia
20788,ters1236,Terschelling Frisian,language,nearly extinct,Eurasia
20789,west2354,Western Frisian,language,not endangered,Eurasia
20790,nort3320,Northumbrian,dialect,Unknown,Eurasia
20791,merc1243,Mercian,dialect,Unknown,Eurasia
20792,sout2620,Southern Scots,dialect,Unknown,Eurasia
20793,nort2617,Northern Scots,dialect,Unknown,Eurasia
20794,mids1245,Mid Scots,dialect,Unknown,Eurasia
20795,insu1251,Insular Scots,dialect,Unknown,Eurasia
20796,macr1271,Macro-English,family,Unknown,Africa
20796,macr1271,Macro-English,family,Unknown,Australia
20796,macr1271,Macro-English,family,Unknown,Eurasia
20796,macr1271,Macro-English,family,Unknown,North America
20796,macr1271,Macro-English,family,Unknown,Papunesia
20796,macr1271,Macro-English,family,Unknown,South America
20797,midd1317,Middle English,language,extinct,Eurasia
20798,sout2629,Southwestern Yiddish,dialect,Unknown,Eurasia
20799,midw1242,Midwestern Yiddish,dialect,Unknown,Eurasia
20800,nort2631,Northwestern Yiddish,dialect,Unknown,Eurasia
20801,nort2632,Northeastern Yiddish,dialect,Unknown,Eurasia
20802,mide1238,Mideastern Yiddish,dialect,Unknown,Eurasia
20803,sout2630,Southeastern Yiddish,dialect,Unknown,Eurasia
20804,sout3296,South Upper Saxon,dialect,Unknown,Eurasia
20805,nort3313,North Upper Saxon,dialect,Unknown,Eurasia
20806,ober1243,Oberländisch,dialect,Unknown,Eurasia
20807,bres1234,Breslauisch,dialect,Unknown,Eurasia
20808,east2833,East Thuringian,dialect,Unknown,Eurasia
20809,cent2354,Central Thuringian,dialect,Unknown,Eurasia
20810,ilmt1234,Ilm Thuringian,dialect,Unknown,Eurasia
20811,nort3311,North Thuringian,dialect,Unknown,Eurasia
20812,nort3312,Northeast Thuringian,dialect,Unknown,Eurasia
20813,west2912,West Thuringian,dialect,Unknown,Eurasia
20814,sout3295,Southeast Thuringian,dialect,Unknown,Eurasia
20815,nord1234,Nordostböhmische,dialect,Unknown,Eurasia
20816,neid1234,Neiderländische,dialect,Unknown,Eurasia
20817,mitt1254,Mittelschlesische,dialect,Unknown,Eurasia
20818,west2896,Westschlesische,dialect,Unknown,Eurasia
20819,oldz1234,Old Zipser,dialect,Unknown,Eurasia
20820,gebi1242,Gebirgsschlesische,dialect,Unknown,Eurasia
20821,sudo1234,Südostschlesische,dialect,Unknown,Eurasia
20822,penn1240,Pennsylvania German,language,threatened,North America
20823,pala1330,Pfaelzisch-Lothringisch,language,threatened,Eurasia
20824,hess1238,Hessian,dialect,Unknown,Eurasia
20825,east2818,East Moselle Franconian,dialect,Unknown,Eurasia
20826,west2891,West Moselle Franconian,dialect,Unknown,Eurasia
20827,limb1263,Limburgan,language,threatened,Eurasia
20828,kols1241,Kölsch,language,threatened,Eurasia
20829,main1267,Ostfränkisch,language,threatened,Eurasia
20830,glob1243,Global German,family,Unknown,Eurasia
20830,glob1243,Global German,family,Unknown,Papunesia
20831,sout3294,South Alemannic,family,Unknown,Eurasia
20832,nort3310,North Alemannic,family,Unknown,Eurasia
20832,nort3310,North Alemannic,family,Unknown,South America
20833,glob1242,Global South Bavarian,family,Unknown,Eurasia
20833,glob1242,Global South Bavarian,family,Unknown,North America
20834,bava1246,Bavarian,language,threatened,Eurasia
20835,oorl1238,Oorlams,language,not endangered,Africa
20836,afri1274,Afrikaans,language,not endangered,Africa
20837,cent2353,Central Southern Dutch,dialect,Unknown,Eurasia
20838,nort2636,North Hollandish,dialect,Unknown,Eurasia
20839,cent2352,Central Northern Dutch,dialect,Unknown,Eurasia
20840,berb1259,Berbice Creole Dutch,language,extinct,South America
20841,skep1238,Skepi Creole Dutch,language,extinct,South America
20842,nege1244,Negerhollands,language,extinct,North America
20843,zeeu1238,Zeeuws,language,threatened,Eurasia
20844,fran1265,Frans-Westhoek Vlaams,dialect,Unknown,Eurasia
20845,west2365,Westvlaams,dialect,Unknown,Eurasia
20846,jarn1234,Järna,dialect,Unknown,Eurasia
20847,appe1239,Äppelbo,dialect,Unknown,Eurasia
20848,nass1234,Nås,dialect,Unknown,Eurasia
20849,flod1234,Floda,dialect,Unknown,Eurasia
20850,malu1253,Malung,dialect,Unknown,Eurasia
20851,tran1291,Transtrand,dialect,Unknown,Eurasia
20852,lima1249,Lima (Västerdalmål),dialect,Unknown,Eurasia
20853,orsa1234,Orsamål,dialect,Unknown,Eurasia
20854,mora1274,Moramål,dialect,Unknown,Eurasia
20855,elfd1234,Elfdalian,dialect,shifting,Eurasia
20856,ratt1234,Rättvik,dialect,Unknown,Eurasia
20857,boda1234,Boda,dialect,Unknown,Eurasia
20858,bjur1234,Bjursås,dialect,Unknown,Eurasia
20859,silj1234,Siljansnäs,dialect,Unknown,Eurasia
20860,gagn1236,Gagnef,dialect,Unknown,Eurasia
20861,alll1234,Ål,dialect,Unknown,Eurasia
20862,djur1234,Djura,dialect,Unknown,Eurasia
20863,leks1234,Leksand,dialect,Unknown,Eurasia
20864,mock1234,Mockfjärd,dialect,Unknown,Eurasia
20865,bing1249,Bingsjö,dialect,Unknown,Eurasia
20866,bhal1244,Bhalesi,dialect,Unknown,Eurasia
20867,pada1255,Padar,dialect,Unknown,Eurasia
20868,pada1256,Padari,dialect,Unknown,Eurasia
20869,jame1238,Jamesabad Aer,dialect,Unknown,Eurasia
20870,jikr1238,Jikrio Goth Aer,dialect,Unknown,Eurasia
20871,nair1238,Nairya Koli,dialect,Unknown,Eurasia
20872,thar1276,Tharadari Koli,dialect,Unknown,Eurasia
20873,thar1277,Tharadari Bhil,dialect,Unknown,Eurasia
20874,haso1241,Hasoria Bhil,dialect,Unknown,Eurasia
20875,rard1238,Rardro Bhil,dialect,Unknown,Eurasia
20876,haso1242,Hasoria Koli,dialect,Unknown,Eurasia
20877,mewa1248,Mewasi,dialect,Unknown,Eurasia
20878,nucl1280,Nuclear Wadiyara Koli,dialect,Unknown,Eurasia
20879,raba1246,Rabari,dialect,Unknown,Eurasia
20880,kach1273,Kachi Bhil,dialect,Unknown,Eurasia
20881,vagr1238,Vagri,dialect,Unknown,Eurasia
20882,kach1274,Kachi,dialect,Unknown,Eurasia
20883,kata1263,Katai Meghwar,dialect,Unknown,Eurasia
20884,zala1239,Zalavaria Koli,dialect,Unknown,Eurasia
20885,sarw1239,Sarwari,dialect,Unknown,Eurasia
20886,gora1259,Gorawati,dialect,Unknown,Eurasia
20887,khai1246,Khairari,dialect,Unknown,Eurasia
20888,gujj1234,Gujjari,dialect,Unknown,Eurasia
20889,baka1270,Bakarwali,dialect,Unknown,Eurasia
20890,east2311,Eastern Gujari,dialect,Unknown,Eurasia
20891,west2375,Western Gujari,dialect,Unknown,Eurasia
20892,ajir1238,Ajiri of Hazara,dialect,Unknown,Eurasia
20893,mada1244,Madahaddi,dialect,Unknown,Eurasia
20894,siro1247,Sirohi,dialect,Unknown,Eurasia
20895,khun1256,Khuni,dialect,Unknown,Eurasia
20896,balv1238,Balvi,dialect,Unknown,Eurasia
20897,barm1242,Barmeri,dialect,Unknown,Eurasia
20898,marw1259,Marwari Bhil,dialect,Unknown,Eurasia
20899,nort2653,Northern Marwari,dialect,Unknown,Eurasia
20900,sout2655,Southern Marwari,dialect,Unknown,Eurasia
20901,marw1258,Marwari Bhat,dialect,Unknown,Eurasia
20902,marw1257,Marwari Meghwar,dialect,Unknown,Eurasia
20903,prai1243,Praistiki,dialect,Unknown,Eurasia
20904,west2928,Western Gadschkene,dialect,Unknown,Eurasia
20905,estr1244,Estracharia,dialect,Unknown,Eurasia
20906,abbr1238,Abbruzzesi,dialect,Unknown,Eurasia
20907,lomb1263,Lombard-Venetian Sinti,dialect,Unknown,Eurasia
20908,pied1241,Piedmont Sintí,dialect,Unknown,Eurasia
20909,rura1239,Rural Peshawar Hindko,dialect,Unknown,Eurasia
20910,pesh1239,Peshawar Hindko,dialect,Unknown,Eurasia
20911,zira1238,Zirak-Boli,dialect,Unknown,Eurasia
20912,shah1256,Shah-Mansuri,dialect,Unknown,Eurasia
20913,punc1239,Punchhi,dialect,Unknown,Eurasia
20914,zayo1238,Zaghloli,dialect,Unknown,Eurasia
20915,jhar1240,Jharwa,dialect,Unknown,Eurasia
20916,stan1302,Standard Assamese,dialect,Unknown,Eurasia
20917,west2383,Western Assamese,dialect,Unknown,Eurasia
20918,maya1277,Mayang,dialect,Unknown,Eurasia
20919,surj1235,Surjapuri,language,not endangered,Eurasia
20920,rajb1243,Rajbanshi,language,not endangered,Eurasia
20921,rang1272,Rangpuri (Bangladesh),dialect,Unknown,Eurasia
20922,kamt1243,Kamta (India),dialect,Unknown,Eurasia
20923,koch1248,Koch (Northern Bengali),dialect,Unknown,Eurasia
20924,siri1268,Siripuria,dialect,Unknown,Eurasia
20925,mina1281,Minabic,dialect,Unknown,Eurasia
20926,hali1246,Halilrudi,dialect,Unknown,Eurasia
20927,absh1238,Absheron,dialect,Unknown,Eurasia
20928,arme1260,Armeno-Tat,dialect,Unknown,Eurasia
20929,deve1238,Devechi,dialect,Unknown,Eurasia
20930,sura1244,Surakhani,dialect,Unknown,Eurasia
20931,quba1239,Quba (Indo-European),dialect,Unknown,Eurasia
20932,malh1241,Malham,dialect,Unknown,Eurasia
20933,arus1241,Aruskush-Daqqushchu,dialect,Unknown,Eurasia
20934,lahy1238,Lahyj,dialect,Unknown,Eurasia
20935,qona1238,Qonaqkend,dialect,Unknown,Eurasia
20936,bala1297,Balakhani,dialect,Unknown,Eurasia
20937,nort2643,Northern Tats,dialect,Unknown,Eurasia
20938,qyzy1242,Qyzyl Qazma,dialect,Unknown,Eurasia
20939,derb1244,Derbend,dialect,Unknown,Eurasia
20940,arak1251,Araki (Iran),dialect,Unknown,Eurasia
20941,keta1242,Ketabi,dialect,Unknown,Eurasia
20942,qazv1241,Qazvini Persian,dialect,Unknown,Eurasia
20943,mash1264,Mashadi,dialect,Unknown,Eurasia
20944,esfa1238,Esfahani,dialect,Unknown,Eurasia
20945,qazv1239,Perso-Tabaric,dialect,Unknown,Eurasia
20946,kerm1247,Kermani Persian,dialect,Unknown,Eurasia
20947,mash1274,Mashhadi Persian,dialect,Unknown,Eurasia
20948,band1335,Bandari,dialect,Unknown,Eurasia
20949,shir1258,Shirazi,dialect,Unknown,Eurasia
20950,bass1257,Basseri,dialect,Unknown,Eurasia
20951,qomi1234,Qomi Persian,dialect,Unknown,Eurasia
20952,damg1234,Damghani Persian,dialect,Unknown,Eurasia
20953,sist1235,Sistani Persian,dialect,Unknown,Eurasia
20954,olds1251,Old Shirazi,dialect,Unknown,Eurasia
20955,khor1275,Khorasan Persian,dialect,Unknown,Eurasia
20956,qayi1234,Qayini Persian,dialect,Unknown,Eurasia
20957,tehr1242,Tehrani,dialect,Unknown,Eurasia
20958,dari1249,Dari,language,not endangered,Eurasia
20959,haza1239,Hazaragi,language,not endangered,Eurasia
20960,aima1241,Aimaq,language,not endangered,Eurasia
20961,taji1250,Tajikic,family,Unknown,Eurasia
20962,dehw1238,Dehwari,language,not endangered,Eurasia
20963,pahl1240,Pahlavani,language,extinct,Eurasia
20964,boru1243,Borujerdi,dialect,Unknown,Eurasia
20965,naha1259,Nahavandi,dialect,Unknown,Eurasia
20966,khor1268,Khorramabadi,dialect,Unknown,Eurasia
20967,bala1298,Bala-Gariva'i,dialect,Unknown,Eurasia
20968,caga1240,Cagani,dialect,Unknown,Eurasia
20969,maha1286,Mahali (Iran),dialect,Unknown,Eurasia
20970,andi1253,Andimeshki,dialect,Unknown,Eurasia
20971,bakh1245,Bakhtiari,language,not endangered,Eurasia
20972,sout2647,Southern Luri,language,not endangered,Eurasia
20973,sine1239,Sine'i,dialect,Unknown,Eurasia
20974,mukr1239,Mukri,dialect,Unknown,Eurasia
20975,sora1257,Sorani,dialect,Unknown,Eurasia
20976,feyl1238,Ilami,dialect,Unknown,Eurasia
20977,peri1266,Peripheral Kermanshahic,dialect,Unknown,Eurasia
20978,laki1247,Lakic Southern Kurdish,dialect,Unknown,Eurasia
20979,sout3316,Southern Kurmanji,dialect,Unknown,Eurasia
20980,west2933,Western Kurmanji,dialect,Unknown,Eurasia
20981,nort3328,Northern Kurmanji,dialect,Unknown,Eurasia
20982,sout3317,Southeastern Kurmanji,dialect,Unknown,Eurasia
20983,jude1271,Judeo-Hamadani,dialect,Unknown,Eurasia
20984,jude1272,Judeo-Borujerdi,dialect,Unknown,Eurasia
20985,maha1310,Mahallati,dialect,Unknown,Eurasia
20986,khun1261,Khunsari,dialect,Unknown,Eurasia
20987,vane1234,Vaneshani,dialect,Unknown,Eurasia
20988,jude1274,Judeo-Khomeini,dialect,Unknown,Eurasia
20989,jude1273,Judeo-Khunsari,dialect,Unknown,Eurasia
20990,nata1252,Natanzic,language,shifting,Eurasia
20991,soii1239,Soic,language,shifting,Eurasia
20992,nayi1242,Nayinic,language,shifting,Eurasia
20993,zoro1242,Zoroastrian Yazdi,language,shifting,Eurasia
20994,kafr1235,Kafrudi,dialect,Unknown,Eurasia
20995,jarq1234,Jarquya'i,dialect,Unknown,Eurasia
20996,gazi1245,Gazi,dialect,Unknown,Eurasia
20997,ruda1235,Rudashti,dialect,Unknown,Eurasia
20998,kuhp1234,Kuhpa'i,dialect,Unknown,Eurasia
20999,arde1234,Ardestani,dialect,Unknown,Eurasia
21000,sede1245,Sedehi,dialect,Unknown,Eurasia
21001,jude1276,Judeo-Isfahani,dialect,Unknown,Eurasia
21002,nohu1234,Nohuji,dialect,Unknown,Eurasia
21003,zefr1234,Zefra'i,dialect,Unknown,Eurasia
21004,sara1309,Sarawani,dialect,Unknown,Eurasia
21005,sist1234,Sistani Balochi,dialect,Unknown,Eurasia
21006,iran1270,Iranshahr Balochi,dialect,Unknown,Eurasia
21007,sarh1234,Sarhaddi Balochi,dialect,Unknown,Eurasia
21008,turk1312,Turkmenistan Balochi,dialect,Unknown,Eurasia
21009,afgh1241,Afghanistan Balochi,dialect,Unknown,Eurasia
21010,rakh1244,Rakhshani,dialect,Unknown,Eurasia
21011,kala1413,Kalati Balochi,dialect,Unknown,Eurasia
21012,panj1260,Panjguri,dialect,Unknown,Eurasia
21013,kara1513,Karachi Balochi,dialect,Unknown,Eurasia
21014,kech1244,Kechi,dialect,Unknown,Eurasia
21015,coas1290,Coastal Balochi,dialect,Unknown,Eurasia
21016,huut1238,Huuti,dialect,Unknown,Eurasia
21017,bash1262,Bashgaadi,dialect,Unknown,Eurasia
21018,bamp1234,Bampuri,dialect,Unknown,Eurasia
21019,makr1243,Makrani,dialect,Unknown,Eurasia
21020,bara1352,Barahuwi,dialect,Unknown,Eurasia
21021,lash1244,Lashari,dialect,Unknown,Eurasia
21022,khoi1250,Kho'ini,language,moribund,Eurasia
21023,mara1373,Maraghei,language,shifting,Eurasia
21024,taly1247,North-Central Talysh,language,not endangered,Eurasia
21025,khal1276,Khalkhalic,family,Unknown,Eurasia
21026,taro1267,Taromic,family,Unknown,Eurasia
21027,harz1239,Harzani-Kilit,language,threatened,Eurasia
21028,kari1303,Karingani-Kalasuri-Khoynarudi,language,threatened,Eurasia
21029,vafs1241,Vafsic,family,Unknown,Eurasia
21030,rama1272,Ramand-Karaj,family,Unknown,Eurasia
21031,alvi1241,Alviri-Vidari,language,moribund,Eurasia
21032,nucl1271,Nuclear Gurani,dialect,Unknown,Eurasia
21033,hawr1242,Hawraman-I Luhon,dialect,Unknown,Eurasia
21034,hawr1243,Hawraman-I Taxt,dialect,Unknown,Eurasia
21035,kaka1262,Kakai,dialect,Unknown,Eurasia
21036,zard1234,Zardayana,dialect,Unknown,Eurasia
21037,baje1238,Bajelani,language,threatened,Eurasia
21038,shab1251,Shabaki,language,shifting,Eurasia
21039,motk1236,Motki,dialect,Unknown,Eurasia
21040,sive1238,Sivereki,dialect,Unknown,Eurasia
21041,kori1257,Kori,dialect,Unknown,Eurasia
21042,dumb1240,Dumbuli,dialect,Unknown,Eurasia
21043,hazz1238,Hazzu,dialect,Unknown,Eurasia
21044,vart1238,Varto,dialect,Unknown,Eurasia
21045,tunc1238,Tunceli,dialect,Unknown,Eurasia
21046,gach1240,Gachsari,dialect,Unknown,Eurasia
21047,nucl1270,Nuclear Mazanderani,dialect,Unknown,Eurasia
21048,vela1234,Velatru,dialect,Unknown,Eurasia
21049,cent2360,Central Caspian,dialect,Unknown,Eurasia
21050,gale1256,Galeshi of Mazanderan,dialect,Unknown,Eurasia
21051,west2931,Western Gilaki,dialect,Unknown,Eurasia
21052,east2843,Eastern Gilaki,dialect,Unknown,Eurasia
21053,jams1240,Jamshidabadi,dialect,Unknown,Eurasia
21054,shah1263,Shahrani,dialect,Unknown,Eurasia
21055,tutk1234,Tutkaboni,dialect,Unknown,Eurasia
21056,dogo1301,Dogowharani,dialect,Unknown,Eurasia
21057,rost1234,Rostamabadi,dialect,Unknown,Eurasia
21058,lake1260,Lakei,dialect,Unknown,Eurasia
21059,juba1243,Jubanic,dialect,Unknown,Eurasia
21060,sefi1234,Sefidrud Rudbari,dialect,Unknown,Eurasia
21061,osku1234,Oskulaki,dialect,Unknown,Eurasia
21062,east2323,East Sutherlandshire,dialect,Unknown,Eurasia
21063,chur1260,Church Gaelic,dialect,Unknown,Eurasia
21064,lusa1234,Lusa,dialect,Unknown,Africa
21065,kall1245,Kal,dialect,Unknown,Africa
21066,gamb1260,Gambar,dialect,Unknown,Africa
21067,lere1243,Lere (Sayanci),dialect,Unknown,Africa
21068,gwor1239,Gworam,dialect,Unknown,Africa
21069,bwol1240,Bwall,dialect,Unknown,Africa
21070,giiw1236,Giiwo,language,not endangered,Africa
21071,ngam1283,Ngamo-Bele,family,Unknown,Africa
21072,kubi1239,Kubi,language,extinct,Africa
21073,deno1239,Deno,language,not endangered,Africa
21074,gera1246,Gera,language,threatened,Africa
21075,geru1240,Geruma,language,shifting,Africa
21076,ture1239,Ture,dialect,Unknown,Africa
21077,shon1256,Shongom,dialect,Unknown,Africa
21078,kalt1239,Kaltungo,dialect,Unknown,Africa
21079,bili1259,Biliri,dialect,Unknown,Africa
21080,kutt1236,Kutto,language,shifting,Africa
21081,kwaa1269,Kwaami,language,not endangered,Africa
21082,iroo1238,Iroole,dialect,Unknown,Africa
21083,nucl1703,Nuclear Dabarre,dialect,Unknown,Africa
21084,kili1272,Kilii,dialect,Unknown,Africa
21085,nucl1772,Nuclear Aweer,dialect,Unknown,Africa
21086,bora1271,Borana-Arsi-Guji Oromo,language,not endangered,Africa
21087,orma1241,Orma,language,not endangered,Africa
21088,waat1238,Waata,language,threatened,Africa
21089,east2652,Eastern Oromo,language,not endangered,Africa
21090,azex1234,Azex,dialect,Unknown,Eurasia
21091,mard1249,Mardin Plains,dialect,Unknown,Eurasia
21092,mard1248,Mardin Villages,dialect,Unknown,Eurasia
21093,kosa1252,Kosa-Mhallami,dialect,Unknown,Eurasia
