pk,id,name,latitude,longitude,speakers_count,father_pk,family_pk,level,child_family_count,child_language_count,child_dialect_count,macroareas,status
21381,lamu1255,Lamusong,,,,19645.0,207.0,dialect,0,0,0,Papunesia,
21382,kont1245,Kontu,,,,19645.0,207.0,dialect,0,0,0,Papunesia,
21383,usen1237,Usen,,,,19646.0,207.0,dialect,0,0,0,Papunesia,
21384,nucl1489,Nuclear Barok,,,,19646.0,207.0,dialect,0,0,0,Papunesia,
21385,simb1257,Simberi,,,,19648.0,207.0,dialect,0,0,0,Papunesia,
21386,tata1256,Tatau,,,,19648.0,207.0,dialect,0,0,0,Papunesia,
21387,taba1261,Big Tabar,,,,19648.0,207.0,dialect,0,0,0,Papunesia,
21388,bilu1244,Bilur,-4.39732,152.334,4200.0,19650.0,207.0,language,0,0,0,Papunesia,not endangered
21389,labe1239,Label,-4.46971,152.678,140.0,19650.0,207.0,language,0,0,0,Papunesia,shifting
21390,nucl1491,Nuclear Konomala,,,,19653.0,207.0,dialect,0,0,0,Papunesia,
21391,lake1254,Laket,,,,19653.0,207.0,dialect,0,0,0,Papunesia,
21392,ramo1244,Ramoaaina,-4.1730599999999995,152.451,10300.0,19654.0,207.0,language,0,0,3,Papunesia,not endangered
21393,kand1301,Kandas,-4.3652,152.781,300.0,19654.0,207.0,language,0,0,0,Papunesia,shifting
21394,make1251,Fanamaket,,,,19655.0,207.0,dialect,0,0,0,Papunesia,not endangered
21395,niwe1235,Niwer Mil-Warwar Feni,,,,19655.0,207.0,dialect,0,0,2,Papunesia,
21396,mini1257,Minigir-Tolai,,,,19656.0,207.0,family,0,3,14,Papunesia,
21397,patp1243,Patpatar,-3.7471099999999997,152.493,7000.0,19656.0,207.0,language,0,0,3,Papunesia,not endangered
21398,choi1242,Choiseul,,,,19657.0,207.0,family,3,5,8,Papunesia,
21399,mono1280,Mono-Uruavan,,,,19657.0,207.0,family,0,3,3,Papunesia,
21400,piva1237,Banoni-Piva,,,,19657.0,207.0,family,0,2,1,Papunesia,
21401,west2523,West Santa Isabel,,,,19657.0,207.0,family,0,2,0,Papunesia,
21402,sant1458,Santa Isabel,,,,19657.0,207.0,family,3,5,2,Papunesia,
21403,neha1246,North Bougainville Oceanic,,,,19657.0,207.0,family,5,10,27,Papunesia,
21404,newg1239,New Georgia,,,,19657.0,207.0,family,7,11,6,Papunesia,
21405,haru1243,Harua,,,,19658.0,207.0,dialect,0,0,0,Papunesia,
21406,nucl1497,Nuclear Bola,,,,19658.0,207.0,dialect,0,0,0,Papunesia,
21407,maut1237,Maututu,,,,19660.0,207.0,dialect,0,0,0,Papunesia,
21408,ubae1237,Ubae,,,,19660.0,207.0,dialect,0,0,0,Papunesia,
21409,bile1245,Bileki,,,,19660.0,207.0,dialect,0,0,0,Papunesia,
21410,losa1236,Losa,,,,19660.0,207.0,dialect,0,0,0,Papunesia,
21411,vere1251,Vere (Papua New Guinea),,,,19660.0,207.0,dialect,0,0,0,Papunesia,
21412,lolo1263,Lolobao,,,,19661.0,207.0,dialect,0,0,0,Papunesia,
21413,toak1237,Toak,,,,19662.0,207.0,dialect,0,0,0,Papunesia,
21414,mele1255,Mele Maat,,,,19662.0,207.0,dialect,0,0,0,Papunesia,
21415,pena1262,Penapo,,,,19662.0,207.0,dialect,0,0,0,Papunesia,
21416,tave1241,Taveak,,,,19662.0,207.0,dialect,0,0,0,Papunesia,
21417,daka1243,Dakaka,-16.2696,168.013,1000.0,19667.0,207.0,language,0,0,1,Papunesia,not endangered
21418,port1286,Daakie,-16.3083,168.046,1300.0,19667.0,207.0,language,0,0,0,Papunesia,not endangered
21419,urip1240,Uripiv,,,,19668.0,207.0,dialect,0,0,0,Papunesia,
21420,wala1267,Wala-Rano,,,,19668.0,207.0,dialect,0,0,0,Papunesia,
21421,atch1238,Atchin,,,,19668.0,207.0,dialect,0,0,0,Papunesia,
21422,unua1238,Unua-Pangkumu,,,,19669.0,207.0,family,0,2,2,Papunesia,
21423,burm1263,Burmbar,-16.416529999999998,167.73123999999999,900.0,19669.0,207.0,language,0,0,0,Papunesia,shifting
21424,sout3239,Southeastern Malakula linkage,,,,19669.0,207.0,family,2,7,0,Papunesia,
21425,aulu1238,Aulua,-16.3579,167.697,750.0,19669.0,207.0,language,0,0,2,Papunesia,shifting
21426,nese1235,Nese,-15.952607999999998,167.222769,20.0,19671.0,207.0,language,0,0,0,Papunesia,shifting
21427,boto1250,Botovro-Vovo-Vao,,,,19671.0,207.0,family,0,2,0,Papunesia,
21428,lare1249,Larevat,-16.1971,167.387,680.0,19672.0,207.0,language,0,0,0,Papunesia,shifting
21429,litz1237,Naman,-16.1331,167.415,15.0,19672.0,207.0,language,0,0,0,Papunesia,nearly extinct
21430,ling1265,Neverver,-16.1986,167.49900000000005,560.0,19672.0,207.0,language,0,0,0,Papunesia,threatened
21431,vinm1237,Neve'ei,-16.2253,167.42700000000005,500.0,19672.0,207.0,language,0,0,1,Papunesia,shifting
21432,nort3261,Northwestern Malakula,,,,19673.0,207.0,family,0,3,1,Papunesia,
21433,nind1243,Ninde-Nati,,,,19673.0,207.0,family,0,2,0,Papunesia,
21434,sout3240,Southwestern Malakula,,,,19673.0,207.0,family,3,9,3,Papunesia,
21435,sout2856,South Efate,-17.7006,168.377,6000.0,19674.0,207.0,language,0,0,0,Papunesia,not endangered
21436,eton1255,Eton (Vanuatu),-17.74,168.549,500.0,19674.0,207.0,language,0,0,2,Papunesia,shifting
21437,lele1267,Lelepa,-17.6042,168.202,400.0,19675.0,207.0,language,0,0,0,Papunesia,shifting
21438,nort2836,North Efate,-17.5774,168.375,9500.0,19675.0,207.0,language,0,0,6,Papunesia,not endangered
21439,maii1238,Maii,-16.7388,168.21099999999996,180.0,19676.0,207.0,language,0,0,0,Papunesia,shifting
21440,bier1246,Bieria,-16.7867,168.232,70.0,19676.0,207.0,language,0,0,2,Papunesia,moribund
21441,lewo1242,Lewo,-16.7612,168.334,2200.0,19677.0,207.0,language,0,0,2,Papunesia,not endangered
21442,lame1260,Lamenu,-16.6098,168.171,850.0,19677.0,207.0,language,0,0,0,Papunesia,shifting
21443,bier1244,Bierebo,-16.6663,168.15400000000002,800.0,19678.0,207.0,language,0,0,0,Papunesia,shifting
21444,baki1244,Baki,-16.7096,168.165,350.0,19678.0,207.0,language,0,0,0,Papunesia,shifting
21445,koro1318,Koro (Vanuatu),,,,19686.0,207.0,dialect,0,0,0,Papunesia,
21446,olra1234,Olrat,,,3.0,19686.0,207.0,dialect,0,0,0,Papunesia,nearly extinct
21447,pakk1241,Pak (Vatrata),,,,19697.0,207.0,dialect,0,0,0,Papunesia,
21448,sasa1250,Sasar,,,,19697.0,207.0,dialect,0,0,0,Papunesia,
21449,leon1252,Leon,,,,19697.0,207.0,dialect,0,0,0,Papunesia,
21450,lore1244,Nethalp,-15.334763,167.166325,340.0,19698.0,207.0,language,0,0,0,Papunesia,moribund
21451,shar1244,Ngen,-15.255284,167.138859,450.0,19698.0,207.0,language,0,0,0,Papunesia,shifting
21452,malo1243,Tamambo,-15.6835,167.16,4000.0,19699.0,207.0,language,0,0,2,Papunesia,threatened
21453,rori1237,Mores,-15.4048,166.843,75.0,19699.0,207.0,language,0,0,0,Papunesia,moribund
21454,aore1237,Aore,-15.5753,167.166,,19699.0,207.0,language,0,0,0,Papunesia,extinct
21455,saka1289,Wanohe,-15.0757,167.051,4000.0,19699.0,207.0,language,0,0,2,Papunesia,not endangered
21456,arak1257,Araki-Tangoa,,,,19699.0,207.0,family,0,2,0,Papunesia,
21457,sout3220,Southeast Santo,,,,19700.0,207.0,family,0,3,0,Papunesia,
21458,mafe1238,Mafea-Tutuba,,,,19700.0,207.0,family,0,2,0,Papunesia,
21459,wail1242,Ale,-15.5656,166.90200000000004,100.0,19701.0,207.0,language,0,0,0,Papunesia,shifting
21460,akei1237,Akei,-15.6377,166.767,650.0,19701.0,207.0,language,0,0,0,Papunesia,not endangered
21461,noku1237,Nokuku,-14.8974,166.60299999999995,160.0,19702.0,207.0,language,0,0,0,Papunesia,shifting
21462,valp1237,Valpei,-14.712,166.606,300.0,19702.0,207.0,language,0,0,0,Papunesia,shifting
21463,piam1242,Piamatsina,-14.9959,166.738,150.0,19702.0,207.0,language,0,0,0,Papunesia,shifting
21464,vuna1239,Vunapu,-14.8477,166.69099999999997,380.0,19702.0,207.0,language,0,0,0,Papunesia,shifting
21465,tasm1246,Tasmate,-15.0792,166.66400000000004,150.0,19702.0,207.0,language,0,0,0,Papunesia,shifting
21466,moro1286,Morouas,-15.3498,166.891,150.0,19704.0,207.0,language,0,0,0,Papunesia,shifting
21467,nara1263,Narango,-15.5259,167.047,160.0,19704.0,207.0,language,0,0,0,Papunesia,shifting
21468,ambl1237,Amblong,-15.5169,166.95,300.0,19704.0,207.0,language,0,0,0,Papunesia,shifting
21469,navu1237,Navut,-15.3169,166.798,520.0,19706.0,207.0,language,0,0,0,Papunesia,shifting
21470,tial1239,Tiale,-15.2334,166.842,800.0,19706.0,207.0,language,0,0,0,Papunesia,threatened
21471,mere1242,Merei,-15.2839,166.905,,19706.0,207.0,language,0,0,1,Papunesia,shifting
21472,pamm1243,Pam,,,,19719.0,207.0,dialect,0,0,0,Papunesia,
21473,balu1258,Baluan,,,,19719.0,207.0,dialect,0,0,0,Papunesia,
21474,reii1237,Rei,,,,19720.0,207.0,dialect,0,0,0,Papunesia,
21475,lele1270,Lele (Papua New Guinea),-2.04783,147.207,1300.0,19722.0,207.0,language,0,0,1,Papunesia,threatened
21476,bowa1234,Manus Koro,,,,19722.0,207.0,family,0,2,0,Papunesia,
21477,tita1241,Titan,-2.18168,146.888,3900.0,19722.0,207.0,language,0,0,0,Papunesia,not endangered
21478,nali1245,Nali,-2.14273,147.202,1800.0,19722.0,207.0,language,0,0,1,Papunesia,not endangered
21479,eree1241,Ere,-2.1556900000000003,147.083,1030.0,19725.0,207.0,language,0,0,0,Papunesia,not endangered
21480,kele1258,Kele (Papua New Guinea),-2.09163,147.064,600.0,19725.0,207.0,language,0,0,0,Papunesia,not endangered
21481,kurt1252,Kurti-Elu,,,,19725.0,207.0,family,0,2,0,Papunesia,
21482,liku1243,Likum,-2.16157,146.695,80.0,19726.0,207.0,language,0,0,0,Papunesia,moribund
21483,kheh1237,Khehek,-2.0662599999999998,146.746,1600.0,19726.0,207.0,language,0,0,3,Papunesia,not endangered
21484,tulu1259,Tulu-Bohuai,-2.14155,146.934,1400.0,19726.0,207.0,language,0,0,3,Papunesia,not endangered
21485,mond1265,Mondropolon,-2.01359,146.931,300.0,19726.0,207.0,language,0,0,0,Papunesia,not endangered
21486,sori1242,Sori-Harengan,-1.98384,146.642,570.0,19727.0,207.0,language,0,0,2,Papunesia,not endangered
21487,herm1237,Hermit,-1.52891,145.075,,19727.0,207.0,language,0,0,0,Papunesia,nearly extinct
21488,nyin1250,Nyindrou,-2.1143,146.627,4200.0,19727.0,207.0,language,0,0,1,Papunesia,not endangered
21489,bipi1237,Bipi,-2.11115,146.398,1200.0,19727.0,207.0,language,0,0,0,Papunesia,not endangered
21490,rali1241,Rälik,,,,19734.0,207.0,dialect,0,0,0,Papunesia,
21491,rata1243,Ratak,,,,19734.0,207.0,dialect,0,0,0,Papunesia,
21492,pona1248,Ponapeic,,,,19735.0,207.0,family,0,3,3,Papunesia,
21493,truk1243,Trukic,,,,19735.0,207.0,family,10,14,12,Papunesia,
21494,nowa1237,Nowai,,,,19753.0,207.0,dialect,0,0,0,Papunesia,
21495,nvha1237,Nvhal,,,,19753.0,207.0,dialect,0,0,0,Papunesia,
21496,loan1237,Loanatit,,,,19755.0,207.0,dialect,0,0,0,Papunesia,
21497,ikyo1237,Ikyoo,,,,19755.0,207.0,dialect,0,0,0,Papunesia,
21498,nera1237,Nerauya,,,,19755.0,207.0,dialect,0,0,0,Papunesia,
21499,iton1249,Itonga,,,,19755.0,207.0,dialect,0,0,0,Papunesia,
21500,whit1269,Whitesands,-19.5019,169.38099999999997,7500.0,19756.0,207.0,language,0,0,2,Papunesia,shifting
21501,nort2847,North Tanna,-19.3733,169.303,5000.0,19756.0,207.0,language,0,0,3,Papunesia,not endangered
21502,xara1244,Xârâcùù,-21.7034,165.99599999999995,5700.0,19757.0,207.0,language,0,0,0,Papunesia,not endangered
21503,tiri1258,Tiri-Mea,-21.8147,165.792,,19757.0,207.0,language,0,0,2,Papunesia,shifting
21504,houa1234,Houailou,,,,19757.0,207.0,family,0,3,0,Papunesia,
21505,xara1243,Xaragure,-21.8223,166.37599999999995,760.0,19757.0,207.0,language,0,0,0,Papunesia,threatened
21506,neku1237,Neku,-21.6524,165.578,130.0,19757.0,207.0,language,0,0,0,Papunesia,shifting
21507,zire1240,Zire,-21.6544,165.482,,19757.0,207.0,language,0,0,0,Papunesia,extinct
21508,orow1242,Orowe,-21.6269,165.47299999999996,490.0,19757.0,207.0,language,0,0,0,Papunesia,shifting
21509,dumb1241,Dumbea,-22.0947,166.53099999999995,2000.0,19758.0,207.0,language,0,0,3,Papunesia,threatened
21510,nume1242,Numee,-22.2689,166.705,2200.0,19758.0,207.0,language,0,0,3,Papunesia,shifting
21511,nmip1235,Nmi-Pij-Fwa-Pam-Pap,,,,19759.0,207.0,family,2,5,0,Papunesia,
21512,vohk1236,Voh-Kone-Cem-Pac,,,,19759.0,207.0,family,4,8,2,Papunesia,
21513,jawe1237,Jawe,-20.6648,164.676,990.0,19759.0,207.0,language,0,0,0,Papunesia,threatened
21514,nyal1256,Nyalayu,,,,19760.0,207.0,family,0,2,2,Papunesia,
21515,kumn1236,Kum-Nel-Yua-Cac,,,,19760.0,207.0,family,1,3,6,Papunesia,
21516,oroh1237,Oroha,-9.7386,161.513,38.0,19763.0,207.0,language,0,0,0,Papunesia,moribund
21517,dori1246,Dori'o,-9.11536,160.89700000000005,2400.0,19763.0,207.0,language,0,0,0,Papunesia,not endangered
21518,area1240,'Are'are,-9.20699,161.158,18000.0,19763.0,207.0,language,0,0,2,Papunesia,not endangered
21519,gula1270,Gula'alaa,-8.74742,161.023,1600.0,19764.0,207.0,language,0,0,0,Papunesia,not endangered
21520,kwai1243,Kwaio,-8.937439999999997,160.965,13000.0,19764.0,207.0,language,0,0,0,Papunesia,not endangered
21521,kwar1239,Kwara'ae,-8.75779,160.804,32000.0,19764.0,207.0,language,0,0,0,Papunesia,not endangered
21522,wala1266,Wala,-8.819360000000003,160.741,7000.0,19764.0,207.0,language,0,0,0,Papunesia,not endangered
21523,nort3284,North Malaitan,,,,19764.0,207.0,family,0,5,3,Papunesia,
21524,wang1296,Wango,,,,19765.0,207.0,dialect,0,0,0,Papunesia,
21525,nucl1473,Nuclear Arosi,,,,19765.0,207.0,dialect,0,0,0,Papunesia,
21526,rihu1237,Rihu'a,,,,19766.0,207.0,dialect,0,0,0,Papunesia,
21527,nucl1474,Nuclear Fagani,,,,19766.0,207.0,dialect,0,0,0,Papunesia,
21528,aguf1237,Agufi,,,,19766.0,207.0,dialect,0,0,0,Papunesia,
21529,sant1414,Santa Ana (Solomon Islands),,,,19767.0,207.0,dialect,0,0,0,Papunesia,
21530,tawa1274,Tawarafa,,,,19767.0,207.0,dialect,0,0,0,Papunesia,
21531,sant1413,Santa Catalina,,,,19767.0,207.0,dialect,0,0,0,Papunesia,
21532,nucl1475,Nuclear Bauro,,,,19768.0,207.0,dialect,0,0,0,Papunesia,
21533,haun1237,Haununu,,,,19768.0,207.0,dialect,0,0,0,Papunesia,
21534,rawo1242,Rawo (Bauro),,,,19768.0,207.0,dialect,0,0,0,Papunesia,
21535,nucl1472,Nuclear Lengo,,,,19773.0,207.0,dialect,0,0,0,Papunesia,
21536,aola1237,Aola,,,,19773.0,207.0,dialect,0,0,0,Papunesia,
21537,pari1257,Paripao,,,,19773.0,207.0,dialect,0,0,0,Papunesia,
21538,ghai1237,Ghaimuta,,,,19773.0,207.0,dialect,0,0,0,Papunesia,
21539,ndii1241,Ndi (Solomon Islands),,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21540,geri1237,Geri,,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21541,tand1254,Tandai-Nggaria,,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21542,nucl1471,Nuclear Ghari,,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21543,ngin1246,Nginia,,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21544,gaee1238,Gae,,,,19774.0,207.0,dialect,0,0,0,Papunesia,
21545,vula1237,Vulava,,,,19775.0,207.0,dialect,0,0,0,Papunesia,
21546,hage1247,Hageulu,,,,19775.0,207.0,dialect,0,0,0,Papunesia,
21547,mung1271,Munggava,,,,19783.0,207.0,dialect,0,0,0,Papunesia,
21548,mung1270,Mungiki,,,,19783.0,207.0,dialect,0,0,0,Papunesia,
21549,niua1240,Niuafo'ou,-15.6014,-175.64,500.0,19786.0,207.0,language,0,0,0,Papunesia,threatened
21550,wall1257,East Uvean,-13.2903,-176.207,10400.0,19786.0,207.0,language,0,0,0,Papunesia,not endangered
21551,niua1241,Niuatoputapu,-15.957685999999999,-173.778333,,19786.0,207.0,language,0,0,0,Papunesia,extinct
21552,samo1310,Samoan-Tokelauan,,,,19789.0,207.0,family,0,2,0,Papunesia,
21553,tuva1244,Tuvalu,-8.520813,179.19808799999996,12000.0,19789.0,207.0,language,0,0,2,Papunesia,threatened
21554,solo1260,Solomons Northern Outlier Polynesian-East Polynesian,,,,19790.0,207.0,family,8,18,40,Papunesia,
21555,nort3235,Carolinean Outlier Polynesian,,,,19790.0,207.0,family,0,2,0,Papunesia,
21556,taum1237,Taumako,,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21557,auaa1240,Aua (Pileni),,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21558,nucl1486,Nuclear Pileni,,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21559,nuka1241,Nukapu,,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21560,nupa1238,Nupani,,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21561,mate1237,Matema,,,,19791.0,207.0,dialect,0,0,0,Papunesia,
21562,emae1237,Emae,-17.052,168.399,400.0,19792.0,207.0,language,0,0,0,Papunesia,shifting
21563,mele1252,Mele-Futuna,,,,19792.0,207.0,family,0,2,4,Papunesia,
21564,west2516,West Uvean,-20.4145,166.58900000000003,2200.0,19792.0,207.0,language,0,0,0,Papunesia,threatened
21565,mios1237,Mios Num,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21566,mapi1249,Mapia (Biak),,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21567,dwar1237,Dwar,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21568,kori1262,Korim,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21569,sorr1241,"Sor (Papua, Indonesia)",,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21570,opif1237,Opif,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21571,ario1238,Ariom,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21572,booo1258,Bo'o,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21573,samp1252,Sampori,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21574,voge1237,Vogelkop,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21575,ward1247,Wardo,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21576,pado1241,Padoa,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21577,samb1318,Samberi,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21578,fair1237,Fairi,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21579,rumb1239,Rumberpon,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21580,pena1261,Penasifu,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21581,mofu1239,Mofu (Biak),,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21582,jenu1241,Jenures,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21583,kame1252,Kamer,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21584,sore1238,Sorendidori,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21585,wari1263,Wari (Indonesia),,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21586,wars1237,Warsa,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21587,mono1271,Monoarfu,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21588,sund1253,Sundei,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21589,wadi1251,Wadibu,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21590,kori1261,Korido,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21591,bosn1246,Bosnik,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21592,mand1439,Mandusir,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21593,sori1241,Sorido,,,,19807.0,207.0,dialect,0,0,0,Papunesia,
21594,ansu1237,Ansus,-1.7543,135.866,4600.0,19809.0,207.0,language,0,0,0,Papunesia,threatened
21595,wand1267,Wandamen,-2.25622,133.996,5000.0,19809.0,207.0,language,0,0,7,Papunesia,threatened
21596,amba1265,Ambai,-1.88126,136.526,10100.0,19809.0,207.0,language,0,0,3,Papunesia,threatened
21597,woii1237,Woi,-1.6274600000000001,135.484,1800.0,19809.0,207.0,language,0,0,0,Papunesia,shifting
21598,mara1397,Marau,-1.6673799999999999,135.797,1700.0,19809.0,207.0,language,0,0,1,Papunesia,threatened
21599,seru1248,Serui-Busami,,,,19810.0,207.0,family,0,2,0,Papunesia,
21600,mung1269,Munggui,-1.66773,135.918,800.0,19810.0,207.0,language,0,0,0,Papunesia,threatened
21601,pomm1237,Pom,-1.6422400000000001,135.619,2000.0,19810.0,207.0,language,0,0,1,Papunesia,threatened
21602,papu1251,Papuma,-1.7730099999999998,135.907,600.0,19810.0,207.0,language,0,0,0,Papunesia,shifting
21603,waya1267,Wayamli,,,,19814.0,207.0,dialect,0,0,0,Papunesia,
21604,buli1256,Buli,,,,19814.0,207.0,dialect,0,0,0,Papunesia,
21605,kobe1243,Kobe (Indonesia),,,,19816.0,207.0,dialect,0,0,0,Papunesia,
21606,mess1248,Messa-Dote,,,,19816.0,207.0,dialect,0,0,0,Papunesia,
21607,weda1240,Weda,,,,19816.0,207.0,dialect,0,0,0,Papunesia,
21608,faya1237,Faya-Mafa,,,,19816.0,207.0,dialect,0,0,0,Papunesia,
21609,nucl1467,Nuclear Sawai,,,,19816.0,207.0,dialect,0,0,0,Papunesia,
21610,nucl1468,Nuclear East Makian,,,,19819.0,207.0,dialect,0,0,0,Papunesia,
21611,kayo1246,Kayoa,,,,19819.0,207.0,dialect,0,0,0,Papunesia,
21612,nucl1465,Nuclear Ma'ya,,,,19828.0,207.0,dialect,0,0,0,Papunesia,
21613,banl1237,Banlol,,,,19828.0,207.0,dialect,0,0,0,Papunesia,
21614,bata1296,Batanta Ma'ya,,,,19828.0,207.0,dialect,0,0,0,Papunesia,
21615,tigr1253,Tigre Quechua,,,,19872.0,282.0,dialect,0,0,0,South America,
21616,sout3259,South Irula,,,,19882.0,290.0,dialect,0,0,2,Eurasia,
21617,nort2701,Kasaba,,,,19882.0,290.0,dialect,0,0,0,Eurasia,
21618,tami1300,Tamil-Paliyan,,,,19883.0,290.0,family,0,2,20,Eurasia,
21619,mala1468,Malapandaram,8.59225,77.27199999999998,5900.0,19883.0,290.0,language,0,0,0,Eurasia,threatened
21620,yeru1242,Yerukula-Korava-Kaikadi,,,,19883.0,290.0,family,0,2,2,Eurasia,
21621,oldt1248,Old Tamil,11.0,78.0,,19883.0,290.0,language,0,0,0,Eurasia,extinct
21622,mala1550,Malasa-Eravallan,,,,19883.0,290.0,family,0,2,0,Eurasia,
21623,muth1243,Muthuvan-Mannan,,,,19883.0,290.0,family,0,2,2,Eurasia,
21624,mala1457,Mala Malasar,10.5007,76.8708,1000.0,19883.0,290.0,language,0,0,0,Eurasia,not endangered
21625,mala1459,Malankuravan,8.45063,77.093,19000.0,19884.0,290.0,language,0,0,1,Eurasia,not endangered
21626,waya1264,Wayanad Chetti,11.6702,76.3704,5000.0,19884.0,290.0,language,0,0,0,Eurasia,threatened
21627,aran1261,Aranadan,11.35252,75.79538000000002,200.0,19884.0,290.0,language,0,0,0,Eurasia,shifting
21628,vish1243,Vishavan,10.1751,76.7593,150.0,19884.0,290.0,language,0,0,0,Eurasia,shifting
21629,mala1464,Malayalam,9.592080000000001,76.7651,33000000.0,19884.0,290.0,language,0,0,13,Eurasia,not endangered
21630,kala1406,Kalanadic,,,,19884.0,290.0,family,0,3,0,Eurasia,
21631,kani1275,Kanikkaran,8.44163,77.2465,19000.0,19884.0,290.0,language,0,0,0,Eurasia,not endangered
21632,alla1247,Allar,11.0803,76.6593,350.0,19884.0,290.0,language,0,0,0,Eurasia,shifting
21633,thac1235,Thachanadan,11.2651,76.3642,3000.0,19884.0,290.0,language,0,0,0,Eurasia,threatened
21634,kada1242,Kadar,11.0602,76.7285,2000.0,19884.0,290.0,language,0,0,0,Eurasia,threatened
21635,mala1466,Malaryan,10.4468,76.5586,,19884.0,290.0,language,0,0,0,Eurasia,extinct
21636,ulla1237,Ullatan,9.467189999999999,77.0906,,19884.0,290.0,language,0,0,0,Eurasia,extinct
21637,kuri1256,Kurichiya,11.8226,75.5203,29000.0,19884.0,290.0,language,0,0,0,Eurasia,shifting
21638,mala1463,Malavedan,8.85517,77.2038,12600.0,19884.0,290.0,language,0,0,2,Eurasia,threatened
21639,mull1244,Mullu Kurumba,11.29,76.7,26000.0,19884.0,290.0,language,0,0,0,Eurasia,not endangered
21640,ravu1238,Ravulic,,,,19884.0,290.0,family,0,2,3,Eurasia,
21641,kakk1234,Kakkala,9.594709,76.485573,,19885.0,290.0,language,0,0,0,Eurasia,
21642,nort2708,Northern Thimphu,,,,19925.0,334.0,dialect,0,0,0,Eurasia,
21643,haaa1251,Ha (Bhutan),,,,19925.0,334.0,dialect,0,0,0,Eurasia,
21644,wang1287,Wang-The,,,,19925.0,334.0,dialect,0,0,0,Eurasia,
21645,hela1238,Lamjung-Melamchi Yolmo,27.9212,85.6289,10000.0,19931.0,334.0,language,0,0,4,Eurasia,shifting
21646,kaga1252,Kagate,27.4492,86.1675,1500.0,19931.0,334.0,language,0,0,0,Eurasia,shifting
21647,nubr1241,Gyalsumdo-Nubri,28.5092,84.7772,2000.0,19932.0,334.0,language,0,0,6,Eurasia,shifting
21648,kyer1238,Kyerung,28.2922,85.4257,,19932.0,334.0,language,0,0,0,Eurasia,shifting
21649,naab1241,Naaba,27.6926,87.3409,770.0,19935.0,334.0,language,0,0,0,Eurasia,not endangered
21650,sher1255,Solu-Khumbu Sherpa,27.674,86.9994,170000.0,19935.0,334.0,language,0,0,3,Eurasia,shifting
21651,tang1332,Tang (Bhutan),,,,19966.0,334.0,dialect,0,0,0,Eurasia,
21652,uraa1244,Ura,27.466666999999998,90.9,,19966.0,334.0,dialect,0,0,0,Eurasia,
21653,chog1238,Chogor,,,,19966.0,334.0,dialect,0,0,0,Eurasia,
21654,chun1246,Chunmat,,,,19966.0,334.0,dialect,0,0,0,Eurasia,
21655,uppe1410,Upper Kheng,,,,19967.0,334.0,dialect,0,0,0,Eurasia,
21656,lowe1399,Lower Kheng,,,,19967.0,334.0,dialect,0,0,0,Eurasia,
21657,midd1326,Middle Kheng,,,,19967.0,334.0,dialect,0,0,0,Eurasia,
21658,daba1263,Dabaqi,,,,19977.0,334.0,dialect,0,0,0,Eurasia,
21659,suob1234,Suobendi,,,,19977.0,334.0,dialect,0,0,0,Eurasia,
21660,yish1238,Yishengzha Yi,,,,19981.0,334.0,dialect,0,0,0,Eurasia,
21661,yinu1238,Yinuo Yi,,,,19981.0,334.0,dialect,0,0,0,Eurasia,
